file,vibration,vib_rms,vib_peak,vib_kurtosis
2003.11.18.06.52.30,0.1407945258,0.1407945258,0.5910000000,4.0321179515
2003.11.18.07.02.30,0.1416382967,0.1416382967,0.5030000000,3.7479143663
2003.11.18.07.12.30,0.1408224040,0.1408224040,0.5790000000,4.0289095707
2003.11.18.07.22.30,0.1422951795,0.1422951795,0.5570000000,4.1742627671
2003.11.18.07.32.30,0.1410219635,0.1410219635,0.5220000000,3.9327757265
2003.11.18.07.42.30,0.1414771985,0.1414771985,0.5030000000,3.9220850874
2003.11.18.07.52.30,0.1417366289,0.1417366289,0.6270000000,3.9370077912
2003.11.18.08.02.30,0.1415764801,0.1415764801,0.5370000000,3.7806723896
2003.11.18.08.12.30,0.1430204452,0.1430204452,0.5790000000,4.1268538176
2003.11.18.08.22.30,0.1410131227,0.1410131227,0.5400000000,3.9253913780
2003.11.18.08.32.30,0.1421475066,0.1421475066,0.5880000000,4.0402320006
2003.11.18.08.42.30,0.1412185591,0.1412185591,0.4910000000,3.7423829381
2003.11.18.08.52.30,0.1409169369,0.1409169369,0.5660000000,3.8731881758
2003.11.18.09.02.30,0.1421351932,0.1421351932,0.6030000000,3.9225515730
2003.11.18.09.12.30,0.1434403654,0.1434403654,0.6180000000,3.7317932580
2003.11.18.09.22.30,0.1409174483,0.1409174483,0.4930000000,3.7318556191
2003.11.18.09.32.30,0.1414689196,0.1414689196,0.5130000000,3.7060225788
2003.11.18.09.42.30,0.1428246068,0.1428246068,0.5370000000,3.9259250455
2003.11.18.09.52.30,0.1414367662,0.1414367662,0.5660000000,3.6857182477
2003.11.18.10.02.30,0.1416159555,0.1416159555,0.5980000000,3.7423205277
2003.11.18.10.12.30,0.1436693583,0.1436693583,0.5590000000,4.0323351361
2003.11.18.10.22.30,0.1414413527,0.1414413527,0.8180000000,4.4976557530
2003.11.18.10.32.30,0.1410884907,0.1410884907,0.5570000000,3.7487440863
2003.11.18.10.42.30,0.1419640447,0.1419640447,0.5810000000,4.1075464955
2003.11.18.10.52.30,0.1400629860,0.1400629860,0.5620000000,3.7360236496
2003.11.18.11.02.30,0.1401739537,0.1401739537,0.4830000000,3.7367540675
2003.11.18.11.12.30,0.1428198837,0.1428198837,0.5660000000,3.9776017292
2003.11.18.11.22.30,0.1417187848,0.1417187848,0.6130000000,4.0758397252
2003.11.18.11.32.30,0.1407832615,0.1407832615,0.5080000000,3.8144126328
2003.11.18.11.42.30,0.1429486810,0.1429486810,0.6010000000,4.0148542905
2003.11.18.11.52.30,0.1422613033,0.1422613033,0.6690000000,4.2120535449
2003.11.18.12.02.30,0.1405483829,0.1405483829,0.5930000000,4.0112130718
2003.11.18.12.12.30,0.1427126756,0.1427126756,0.6420000000,4.1103314920
2003.11.18.12.22.30,0.1419868884,0.1419868884,0.6300000000,3.8958518126
2003.11.18.12.32.30,0.1413790164,0.1413790164,0.5400000000,4.0436511980
2003.11.18.12.42.30,0.1429387388,0.1429387388,0.6540000000,4.1822969874
2003.11.18.12.52.30,0.1429658389,0.1429658389,0.6810000000,4.3051171914
2003.11.18.13.02.30,0.1413763710,0.1413763710,0.5860000000,4.0659509209
2003.11.18.13.12.30,0.1421409907,0.1421409907,0.5100000000,3.7058143310
2003.11.18.13.22.30,0.1419431936,0.1419431936,0.5540000000,4.0152991748
2003.11.18.13.32.30,0.1399965304,0.1399965304,0.5420000000,3.9015701133
2003.11.18.13.42.30,0.1428631184,0.1428631184,0.5540000000,4.0100312316
2003.11.18.13.52.30,0.1419322966,0.1419322966,0.5150000000,3.8139368454
2003.11.18.14.02.30,0.1415889734,0.1415889734,0.5130000000,3.6029313682
2003.11.18.14.12.30,0.1418754292,0.1418754292,0.5220000000,3.8082604164
2003.11.18.14.22.30,0.1418131265,0.1418131265,0.5740000000,3.9859935601
2003.11.18.14.32.30,0.1411541084,0.1411541084,0.5570000000,3.8849851760
2003.11.18.14.42.30,0.1431994919,0.1431994919,0.5370000000,3.8277928244
2003.11.18.14.52.30,0.1427299445,0.1427299445,0.5540000000,4.0408362140
2003.11.18.15.02.30,0.1429204758,0.1429204758,0.5000000000,3.9040849862
2003.11.18.15.12.30,0.1436084677,0.1436084677,0.5300000000,4.1530234228
2003.11.18.15.22.30,0.1418014677,0.1418014677,0.5180000000,3.5957868391
2003.11.18.15.32.30,0.1429973622,0.1429973622,0.5810000000,3.7512888845
2003.11.18.15.42.30,0.1433742281,0.1433742281,0.6180000000,3.8375642968
2003.11.18.15.52.30,0.1419487874,0.1419487874,0.6370000000,3.8548356701
2003.11.18.16.02.30,0.1426636606,0.1426636606,0.5250000000,3.9121998893
2003.11.18.16.12.30,0.1428078324,0.1428078324,0.6130000000,3.8279258128
2003.11.18.16.22.30,0.1415128878,0.1415128878,0.6790000000,4.1081021786
2003.11.18.16.32.30,0.1421374192,0.1421374192,0.7010000000,3.8669978224
2003.11.18.16.42.30,0.1433599821,0.1433599821,0.7470000000,3.9765345400
2003.11.18.16.52.30,0.1420272909,0.1420272909,0.5690000000,3.9438308145
2003.11.18.17.02.30,0.1420244149,0.1420244149,0.6400000000,4.0222651414
2003.11.18.17.12.30,0.1427861806,0.1427861806,0.5740000000,3.8762883778
2003.11.18.17.22.30,0.1424301285,0.1424301285,0.6640000000,3.9220463230
2003.11.18.17.32.30,0.1419711517,0.1419711517,0.5910000000,4.0514313515
2003.11.18.17.42.30,0.1417529619,0.1417529619,0.6490000000,3.9585454838
2003.11.18.17.52.30,0.1431351400,0.1431351400,0.6010000000,3.7267077632
2003.11.18.18.02.30,0.1430994428,0.1430994428,0.6420000000,4.0987788020
2003.11.18.18.12.30,0.1429901309,0.1429901309,0.5910000000,3.9518436977
2003.11.18.18.22.30,0.1410500872,0.1410500872,0.5400000000,3.9976594742
2003.11.18.18.32.30,0.1435669997,0.1435669997,0.6180000000,4.1426984325
2003.11.18.18.42.30,0.1439221739,0.1439221739,0.6230000000,4.0029494951
2003.11.18.18.52.30,0.1421688288,0.1421688288,0.5930000000,4.0086014683
2003.11.18.19.02.30,0.1417749141,0.1417749141,0.7200000000,4.1244004500
2003.11.18.19.12.30,0.1435694908,0.1435694908,0.5760000000,3.7879153206
2003.11.19.09.06.09,0.1431588702,0.1431588702,0.6640000000,4.9277782984
2003.11.19.09.12.30,0.1460771020,0.1460771020,0.6740000000,4.5874445713
2003.11.19.09.22.30,0.1444935179,0.1444935179,0.7420000000,4.3579866963
2003.11.19.11.04.17,0.1441980655,0.1441980655,0.7230000000,4.3591038907
2003.11.19.11.06.07,0.1435902059,0.1435902059,0.6930000000,4.1033782334
2003.11.19.11.16.07,0.1460740137,0.1460740137,0.8030000000,5.1208830745
2003.11.19.11.26.07,0.1448687212,0.1448687212,0.6980000000,4.4099457624
2003.11.19.11.36.07,0.1460929220,0.1460929220,0.6980000000,4.5947135495
2003.11.19.11.46.07,0.1453264834,0.1453264834,0.7230000000,5.0491357092
2003.11.19.11.56.07,0.1448397451,0.1448397451,0.7400000000,4.8505623752
2003.11.19.12.06.07,0.1451875770,0.1451875770,0.7690000000,4.2284848807
2003.11.19.12.16.07,0.1442600797,0.1442600797,0.7980000000,4.8530640136
2003.11.19.12.26.07,0.1458283222,0.1458283222,0.8940000000,4.7552985977
2003.11.19.12.36.07,0.1471068680,0.1471068680,0.8420000000,4.8429161266
2003.11.19.12.46.07,0.1451193592,0.1451193592,0.7710000000,4.8427839144
2003.11.19.12.56.07,0.1434119025,0.1434119025,0.6670000000,4.1987107053
2003.11.19.13.06.07,0.1450489347,0.1450489347,0.8300000000,4.2020686930
2003.11.19.13.16.07,0.1442148759,0.1442148759,0.6710000000,4.1913272663
2003.11.19.13.26.07,0.1451655551,0.1451655551,0.8130000000,4.8142108117
2003.11.19.13.36.07,0.1454023696,0.1454023696,0.7810000000,4.6622122851
2003.11.19.13.46.07,0.1442902570,0.1442902570,0.9350000000,5.2488488654
2003.11.19.13.56.07,0.1442112373,0.1442112373,0.9230000000,4.6162937271
2003.11.19.14.06.07,0.1459811269,0.1459811269,0.6520000000,4.3195751557
2003.11.19.14.16.07,0.1433250306,0.1433250306,0.6960000000,4.1151272713
2003.11.19.14.26.07,0.1438375331,0.1438375331,0.7060000000,4.4366353861
2003.11.19.14.36.07,0.1460091948,0.1460091948,0.8250000000,4.7180511560
2003.11.19.14.46.07,0.1434556349,0.1434556349,0.9160000000,4.5394108157
2003.11.19.14.56.07,0.1454236549,0.1454236549,0.8540000000,5.4955101538
2003.11.19.15.06.07,0.1455485267,0.1455485267,0.6910000000,4.1523503319
2003.11.19.15.16.07,0.1456408768,0.1456408768,0.8130000000,4.9003234860
2003.11.19.15.26.07,0.1450668113,0.1450668113,1.0010000000,5.3846186017
2003.11.19.15.36.07,0.1455299609,0.1455299609,0.6810000000,4.1841170519
2003.11.19.15.46.07,0.1466731772,0.1466731772,2.5120000000,31.3136924372
2003.11.19.15.56.07,0.1454951154,0.1454951154,0.9030000000,5.6534104342
2003.11.19.16.06.07,0.1461737331,0.1461737331,0.8300000000,4.7228558746
2003.11.19.16.16.07,0.1446134859,0.1446134859,0.7150000000,4.2708971971
2003.11.19.16.26.07,0.1442814749,0.1442814749,0.9010000000,5.1886405581
2003.11.19.16.36.07,0.1457440924,0.1457440924,0.7280000000,4.9603994869
2003.11.19.16.46.07,0.1446429411,0.1446429411,0.6450000000,4.4918762276
2003.11.19.16.56.07,0.1459165575,0.1459165575,0.7420000000,4.8357219687
2003.11.19.17.06.07,0.1455241068,0.1455241068,0.7500000000,4.6771964758
2003.11.19.17.16.07,0.1472594039,0.1472594039,0.9740000000,5.3426840285
2003.11.19.17.26.07,0.1458548458,0.1458548458,0.7760000000,4.6898443713
2003.11.19.17.36.07,0.1457524434,0.1457524434,0.7860000000,4.0493085145
2003.11.19.17.46.07,0.1459605586,0.1459605586,0.6760000000,4.7069179113
2003.11.19.17.56.07,0.1464217811,0.1464217811,0.7860000000,5.3804332562
2003.11.19.18.06.07,0.1451984848,0.1451984848,0.8230000000,4.2534280395
2003.11.19.18.16.07,0.1472357113,0.1472357113,0.8690000000,5.0246454327
2003.11.19.18.26.07,0.1450640391,0.1450640391,0.8080000000,4.2832676026
2003.11.19.18.36.07,0.1454722967,0.1454722967,0.6540000000,4.2474911086
2003.11.19.18.46.07,0.1473785535,0.1473785535,0.8940000000,5.6037905231
2003.11.19.18.56.07,0.1466877322,0.1466877322,0.8010000000,4.3802146215
2003.11.19.19.06.07,0.1463723030,0.1463723030,0.6690000000,4.3497734611
2003.11.19.19.16.07,0.1474704497,0.1474704497,0.7670000000,5.1989844700
2003.11.19.19.26.07,0.1465179510,0.1465179510,0.7760000000,4.6658329583
2003.11.19.19.36.07,0.1471259281,0.1471259281,0.8420000000,5.1322079012
2003.11.19.19.46.07,0.1460589467,0.1460589467,0.9030000000,4.6971984959
2003.11.19.19.56.07,0.1466501900,0.1466501900,0.6420000000,4.0609826127
2003.11.19.20.06.07,0.1473720352,0.1473720352,0.7350000000,4.4265832307
2003.11.19.20.16.07,0.1453405633,0.1453405633,0.8350000000,4.5222119120
2003.11.19.20.26.07,0.1462732267,0.1462732267,0.8940000000,5.4303813445
2003.11.19.20.36.07,0.1467701436,0.1467701436,0.7760000000,4.5268956365
2003.11.19.20.46.07,0.1454591959,0.1454591959,0.8060000000,4.3909181912
2003.11.19.20.56.07,0.1447189369,0.1447189369,0.9010000000,4.8825434058
2003.11.19.21.06.07,0.1447871894,0.1447871894,0.8890000000,4.6518078606
2003.11.19.21.16.07,0.1452816142,0.1452816142,0.8570000000,4.8223590250
2003.11.19.21.26.07,0.1455886694,0.1455886694,0.8110000000,4.4467900147
2003.11.19.21.36.07,0.1479931934,0.1479931934,0.7280000000,5.0476789210
2003.11.19.21.46.07,0.1479194468,0.1479194468,0.8420000000,4.9509501085
2003.11.19.21.56.07,0.1465096303,0.1465096303,0.7540000000,4.8849968145
2003.11.19.22.06.07,0.1342713072,0.1342713072,0.8350000000,4.5759131811
2003.11.19.22.16.07,0.1456495428,0.1456495428,0.6880000000,4.3283740187
2003.11.20.11.50.35,0.1487187860,0.1487187860,0.7810000000,4.1496589851
2003.11.20.11.54.03,0.1487732579,0.1487732579,0.6760000000,4.4288868819
2003.11.20.11.59.03,0.1494015118,0.1494015118,0.7080000000,4.2742516387
2003.11.20.12.04.03,0.1489009207,0.1489009207,0.6200000000,3.9436181688
2003.11.20.12.09.03,0.1495088241,0.1495088241,0.7620000000,4.1876429438
2003.11.20.12.14.03,0.1506355658,0.1506355658,0.7280000000,4.2849926714
2003.11.20.12.19.03,0.1517018102,0.1517018102,0.6670000000,4.3672691472
2003.11.20.12.24.03,0.1487881820,0.1487881820,0.6740000000,4.0836688052
2003.11.20.12.29.03,0.1505481399,0.1505481399,0.7010000000,4.3177290013
2003.11.20.12.34.03,0.1508303978,0.1508303978,1.0160000000,4.4102231606
2003.11.20.12.39.03,0.1505327277,0.1505327277,0.8110000000,4.3461813697
2003.11.20.12.44.03,0.1497680819,0.1497680819,0.8500000000,4.2516530767
2003.11.20.12.49.03,0.1516749584,0.1516749584,0.7030000000,4.3420655811
2003.11.20.12.54.03,0.1498930180,0.1498930180,0.8790000000,4.5681686630
2003.11.20.12.59.03,0.1509209233,0.1509209233,0.7980000000,4.1748816765
2003.11.20.13.04.03,0.1502675041,0.1502675041,0.7540000000,4.2936280852
2003.11.20.13.09.03,0.1502576852,0.1502576852,0.7420000000,4.0639990177
2003.11.20.13.14.03,0.1504794183,0.1504794183,0.7060000000,4.5372978494
2003.11.20.13.19.03,0.1511176487,0.1511176487,0.8080000000,4.8088749275
2003.11.20.13.24.03,0.1505707152,0.1505707152,0.6450000000,4.3828980793
2003.11.20.13.29.03,0.1502868520,0.1502868520,0.5860000000,3.9836187844
2003.11.20.13.34.03,0.1505905585,0.1505905585,0.8060000000,4.3848242329
2003.11.20.13.39.03,0.1518299589,0.1518299589,0.7500000000,4.4926765289
2003.11.20.13.44.03,0.1514564687,0.1514564687,0.6640000000,4.0188289886
2003.11.20.13.49.03,0.1489750613,0.1489750613,0.5440000000,3.9100965112
2003.11.20.13.54.03,0.1520038787,0.1520038787,0.7540000000,4.4386678500
2003.11.20.13.59.03,0.1501211620,0.1501211620,0.6320000000,4.0871000482
2003.11.20.14.04.03,0.1507083823,0.1507083823,0.7200000000,4.2560155014
2003.11.20.14.09.03,0.1519498754,0.1519498754,0.9250000000,4.3328252273
2003.11.20.14.14.03,0.1511879307,0.1511879307,0.6270000000,4.1909376632
2003.11.20.14.19.03,0.1508585079,0.1508585079,0.7100000000,3.8829638497
2003.11.20.14.24.03,0.1510968452,0.1510968452,0.7620000000,3.9787703243
2003.11.20.14.29.03,0.1513661829,0.1513661829,0.8640000000,4.4065095161
2003.11.20.14.34.03,0.1510383643,0.1510383643,0.7570000000,4.2565158487
2003.11.20.14.39.03,0.1515275161,0.1515275161,0.7150000000,4.1962668206
2003.11.20.14.44.03,0.1517198927,0.1517198927,0.5760000000,3.9417740100
2003.11.20.14.49.03,0.1509426421,0.1509426421,0.6880000000,4.2007822054
2003.11.20.14.54.03,0.1502061667,0.1502061667,0.7320000000,4.1390079471
2003.11.20.14.59.03,0.1517348810,0.1517348810,0.8010000000,4.2251027168
2003.11.20.15.04.03,0.1512412815,0.1512412815,0.6050000000,4.3075669647
2003.11.20.15.09.03,0.1503934365,0.1503934365,0.7420000000,4.2179830923
2003.11.20.15.14.03,0.1527612940,0.1527612940,0.7840000000,4.0446734957
2003.11.20.15.19.03,0.1509300019,0.1509300019,0.7540000000,4.1393900108
2003.11.20.15.24.03,0.1517277953,0.1517277953,0.7790000000,4.3201419283
2003.11.20.15.29.03,0.1519050978,0.1519050978,0.8030000000,4.4470526920
2003.11.20.15.34.03,0.1516206746,0.1516206746,0.7620000000,4.3281923629
2003.11.20.15.39.03,0.1527952801,0.1527952801,0.7740000000,4.5939028023
2003.11.20.15.44.03,0.1512482164,0.1512482164,0.7690000000,3.9056856782
2003.11.20.15.49.03,0.1511204732,0.1511204732,0.6450000000,3.9817448971
2003.11.20.15.54.03,0.1533202042,0.1533202042,0.6420000000,4.1622307316
2003.11.20.15.59.03,0.1520830813,0.1520830813,0.6150000000,4.0699112188
2003.11.20.16.04.03,0.1511186188,0.1511186188,0.6960000000,4.1790479679
2003.11.20.16.09.03,0.1513744462,0.1513744462,0.6840000000,4.2576868482
2003.11.20.16.14.03,0.1539524997,0.1539524997,0.6130000000,3.9460985798
2003.11.20.16.19.03,0.1518660809,0.1518660809,0.7370000000,4.2864921417
2003.11.20.16.24.03,0.1528476311,0.1528476311,0.6910000000,4.5514997996
2003.11.20.16.29.03,0.1518866244,0.1518866244,0.6980000000,4.0783084004
2003.11.20.16.34.03,0.1518861835,0.1518861835,0.6590000000,4.2237736743
2003.11.20.16.39.03,0.1557359855,0.1557359855,0.7100000000,4.2419357010
2003.11.20.16.44.03,0.1534860083,0.1534860083,0.6010000000,4.0570763259
2003.11.20.16.49.03,0.1504915377,0.1504915377,0.7640000000,4.0639109244
2003.11.20.16.54.03,0.1525344395,0.1525344395,0.6740000000,4.4474073842
2003.11.20.16.59.03,0.1528382409,0.1528382409,0.7860000000,4.3482929405
2003.11.20.17.04.03,0.1514113908,0.1514113908,0.6880000000,4.3635915949
2003.11.20.17.09.03,0.1527295153,0.1527295153,1.0350000000,4.8856138115
2003.11.20.17.14.03,0.1525607287,0.1525607287,0.6690000000,4.1036272889
2003.11.20.17.19.03,0.1536648059,0.1536648059,0.7130000000,4.4382249945
2003.11.20.17.24.03,0.1534186147,0.1534186147,0.7540000000,4.4521650636
2003.11.20.17.29.03,0.1517404984,0.1517404984,0.6860000000,4.2743896458
2003.11.20.17.34.03,0.1525401570,0.1525401570,0.6690000000,4.4030507251
2003.11.20.17.39.03,0.1520060123,0.1520060123,0.6810000000,4.2699935431
2003.11.20.17.44.03,0.1523633534,0.1523633534,0.7180000000,4.2973306931
2003.11.20.17.49.03,0.1516775020,0.1516775020,0.6980000000,4.7293135607
2003.11.20.17.54.03,0.1523723209,0.1523723209,0.6760000000,4.3066645111
2003.11.20.17.59.03,0.1524578542,0.1524578542,0.8980000000,4.4987954536
2003.11.20.18.04.03,0.1543937416,0.1543937416,0.7280000000,4.3576750340
2003.11.20.18.09.03,0.1540924149,0.1540924149,0.7810000000,4.5692089152
2003.11.20.18.14.03,0.1536049389,0.1536049389,0.7710000000,4.2961045763
2003.11.20.18.19.03,0.1516578170,0.1516578170,0.9280000000,4.7719635820
2003.11.20.18.24.03,0.1529453995,0.1529453995,0.7400000000,4.1991397570
2003.11.20.18.29.03,0.1537821213,0.1537821213,0.7760000000,4.6633194159
2003.11.20.18.34.03,0.1545350949,0.1545350949,0.7840000000,4.4262758939
2003.11.20.18.39.03,0.1520792643,0.1520792643,0.6620000000,4.3233453309
2003.11.20.18.44.03,0.1535332096,0.1535332096,0.7620000000,4.7548740500
2003.11.20.18.49.03,0.1518805402,0.1518805402,0.6860000000,4.5423283274
2003.11.20.18.54.03,0.1538671395,0.1538671395,0.6370000000,4.2292246754
2003.11.20.18.59.03,0.1535465918,0.1535465918,0.7740000000,4.4059778292
2003.11.20.19.04.03,0.1526539691,0.1526539691,0.7010000000,4.6566887790
2003.11.20.19.09.03,0.1537819158,0.1537819158,0.8590000000,4.8225816693
2003.11.20.19.14.03,0.1541156171,0.1541156171,0.7690000000,4.5827831514
2003.11.20.19.19.03,0.1559454000,0.1559454000,0.7200000000,4.6307693878
2003.11.20.19.24.03,0.1540864027,0.1540864027,0.7200000000,4.5631527742
2003.11.20.19.29.03,0.1532414254,0.1532414254,0.7500000000,4.5594873150
2003.11.20.19.34.03,0.1539093191,0.1539093191,0.7790000000,4.5734498575
2003.11.20.19.39.03,0.1545785500,0.1545785500,0.7760000000,4.3650985908
2003.11.20.19.44.03,0.1569532712,0.1569532712,0.8330000000,4.7059397343
2003.11.20.19.49.03,0.1548713735,0.1548713735,0.7570000000,4.7852218759
2003.11.20.19.54.03,0.1547603304,0.1547603304,0.7690000000,4.6577662353
2003.11.20.19.59.03,0.1531133306,0.1531133306,0.7930000000,4.4928467491
2003.11.20.20.04.03,0.1535040252,0.1535040252,0.7590000000,4.7117236912
2003.11.20.20.09.03,0.1560451706,0.1560451706,0.9280000000,5.0193213809
2003.11.20.20.14.03,0.1551387476,0.1551387476,0.8350000000,4.5960912242
2003.11.20.20.19.03,0.1552989670,0.1552989670,0.8960000000,4.9869488046
2003.11.20.20.24.03,0.1535118287,0.1535118287,1.0670000000,5.1228457440
2003.11.20.20.29.03,0.1541819911,0.1541819911,0.7740000000,4.7629306714
2003.11.20.20.34.03,0.1552513945,0.1552513945,0.6810000000,4.5288189451
2003.11.20.20.39.03,0.1570171178,0.1570171178,0.8080000000,4.7607370973
2003.11.20.23.40.19,0.1581125588,0.1581125588,1.1960000000,8.3962521579
2003.11.20.23.44.03,0.1586516434,0.1586516434,1.2040000000,9.1910245986
2003.11.20.23.54.03,0.1623195194,0.1623195194,1.6360000000,10.5534492141
2003.11.21.00.04.03,0.1597283574,0.1597283574,1.2010000000,7.9228182171
2003.11.21.00.14.03,0.1578220984,0.1578220984,1.2720000000,7.6598228511
2003.11.21.00.24.03,0.1597715638,0.1597715638,1.4990000000,10.5793050111
2003.11.21.00.34.03,0.1570790568,0.1570790568,1.1180000000,7.2644555852
2003.11.21.00.44.03,0.1589013298,0.1589013298,1.2430000000,8.6611424989
2003.11.21.00.54.03,0.1606522609,0.1606522609,1.9260000000,13.8000610140
2003.11.21.01.04.03,0.1583289996,0.1583289996,1.1300000000,7.4791740485
2003.11.21.01.14.03,0.1632575552,0.1632575552,1.1720000000,7.8729774804
2003.11.21.01.24.03,0.1614523462,0.1614523462,1.1770000000,9.5346085695
2003.11.21.01.34.03,0.1593386507,0.1593386507,1.3010000000,7.9015833652
2003.11.21.01.44.03,0.1606881366,0.1606881366,1.6530000000,12.7741372797
2003.11.21.01.54.03,0.1581143118,0.1581143118,1.0820000000,8.8725662995
2003.11.21.02.04.03,0.1591626428,0.1591626428,1.2960000000,7.3632638271
2003.11.21.02.14.03,0.1574408661,0.1574408661,1.3650000000,9.2825701562
2003.11.21.02.24.03,0.1610169943,0.1610169943,1.6820000000,12.3324756345
2003.11.21.02.34.03,0.1603968137,0.1603968137,1.2400000000,8.4773822511
2003.11.21.02.44.03,0.1606609728,0.1606609728,1.3700000000,10.1016040252
2003.11.21.02.54.03,0.1598470778,0.1598470778,1.1470000000,7.2827598161
2003.11.21.03.04.03,0.1598150863,0.1598150863,1.2260000000,8.4755354843
2003.11.21.03.14.03,0.1598648766,0.1598648766,1.5480000000,9.1564555795
2003.11.21.03.24.03,0.1606313757,0.1606313757,0.9570000000,7.8895139618
2003.11.21.03.34.03,0.1598830565,0.1598830565,1.1380000000,9.0148261578
2003.11.21.03.44.03,0.1598220721,0.1598220721,1.0520000000,7.5501017038
2003.11.21.03.54.03,0.1615784591,0.1615784591,1.5530000000,10.3956606642
2003.11.21.04.04.03,0.1623096606,0.1623096606,1.5620000000,10.8422710169
2003.11.21.04.14.03,0.1631628277,0.1631628277,1.6020000000,10.8605467945
2003.11.21.04.24.03,0.1608516394,0.1608516394,1.2890000000,9.7330894402
2003.11.21.04.34.03,0.1620550948,0.1620550948,1.1620000000,9.1335426835
2003.11.21.04.44.03,0.1603818276,0.1603818276,1.1010000000,7.9907463171
2003.11.21.04.54.03,0.1611876436,0.1611876436,1.0450000000,7.7693251192
2003.11.21.05.04.03,0.1601527489,0.1601527489,1.2820000000,8.3471866049
2003.11.21.05.14.03,0.1613738109,0.1613738109,1.1720000000,9.0708274327
2003.11.21.05.24.03,0.1624652518,0.1624652518,1.4230000000,9.6528107886
2003.11.21.05.34.03,0.1614479299,0.1614479299,1.5230000000,10.6596035414
2003.11.21.05.44.03,0.1626082186,0.1626082186,1.4180000000,10.5391750241
2003.11.21.05.54.03,0.1603459407,0.1603459407,0.9450000000,8.6396430031
2003.11.21.06.04.03,0.1615275039,0.1615275039,1.5190000000,9.0618902752
2003.11.21.06.14.03,0.1633477930,0.1633477930,1.2160000000,8.7185655308
2003.11.21.06.24.03,0.1621748573,0.1621748573,1.4770000000,10.6050530086
2003.11.21.06.34.03,0.1602256720,0.1602256720,1.4260000000,8.9882712888
2003.11.21.06.44.03,0.1613364308,0.1613364308,1.3600000000,8.9140099209
2003.11.21.06.54.03,0.1614470008,0.1614470008,1.3500000000,9.6799706474
2003.11.21.07.04.03,0.1629948638,0.1629948638,1.3820000000,9.0424210241
2003.11.21.07.14.03,0.1603154719,0.1603154719,1.7070000000,12.7842842740
2003.11.21.07.24.03,0.1616231531,0.1616231531,1.6770000000,10.9551180909
2003.11.21.07.34.03,0.1607276115,0.1607276115,1.3310000000,8.0108385677
2003.11.21.07.44.03,0.1610509459,0.1610509459,1.1040000000,7.2070444719
2003.11.21.07.54.03,0.1613062413,0.1613062413,1.3350000000,10.1824895459
2003.11.21.08.04.03,0.1599073436,0.1599073436,1.3600000000,9.7737547696
2003.11.21.08.14.03,0.1615951452,0.1615951452,1.4480000000,11.9032893736
2003.11.21.10.29.21,0.1665734468,0.1665734468,1.9900000000,15.1047566952
2003.11.21.10.38.36,0.1675980603,0.1675980603,1.7090000000,14.4621339781
2003.11.21.10.48.36,0.1689820746,0.1689820746,1.4380000000,12.0506570243
2003.11.21.10.58.36,0.1696470056,0.1696470056,2.0850000000,18.1526781881
2003.11.21.11.08.36,0.1655888080,0.1655888080,1.3570000000,9.6540505122
2003.11.21.11.18.36,0.1676609740,0.1676609740,1.6650000000,17.5440939458
2003.11.21.11.28.36,0.1692432710,0.1692432710,1.8160000000,15.9897340932
2003.11.21.11.38.36,0.1689709901,0.1689709901,2.3240000000,19.4157218731
2003.11.21.11.48.36,0.1666844167,0.1666844167,1.4580000000,10.6041849277
2003.11.21.11.58.36,0.1673912842,0.1673912842,1.8240000000,13.8310728720
2003.11.21.12.08.36,0.1696896904,0.1696896904,1.9530000000,15.2670024629
2003.11.21.12.18.36,0.1696818237,0.1696818237,1.6850000000,11.4769312127
2003.11.21.12.28.36,0.1681814225,0.1681814225,1.3400000000,9.4555965168
2003.11.21.12.38.36,0.1706754062,0.1706754062,1.8210000000,12.6740066229
2003.11.21.12.48.36,0.1724146757,0.1724146757,1.4820000000,11.9485736053
2003.11.21.12.58.36,0.1687805532,0.1687805532,1.7630000000,14.2360172360
2003.11.21.13.08.36,0.1704139331,0.1704139331,1.8430000000,12.5775507323
2003.11.21.13.18.36,0.1705225946,0.1705225946,1.7190000000,13.0180665372
2003.11.21.14.58.36,0.1692279568,0.1692279568,1.4790000000,10.5655520104
2003.11.21.15.08.36,0.1716672092,0.1716672092,1.9090000000,13.5507403325
2003.11.21.15.18.36,0.1677608382,0.1677608382,1.8460000000,12.4704105708
2003.11.21.15.28.36,0.1685863721,0.1685863721,1.7650000000,13.8025069672
2003.11.21.16.40.54,0.1676495401,0.1676495401,1.3990000000,11.9691586313
2003.11.21.16.46.56,0.1698907897,0.1698907897,1.5210000000,9.7895482949
2003.11.21.16.56.56,0.1691186263,0.1691186263,1.5010000000,10.1732224545
2003.11.21.17.06.56,0.1713545021,0.1713545021,1.2400000000,10.3646102229
2003.11.21.17.16.56,0.1715548201,0.1715548201,1.9780000000,12.1650414871
2003.11.21.17.26.56,0.1704335272,0.1704335272,1.3090000000,9.9776754816
2003.11.21.17.36.56,0.1704832420,0.1704832420,1.3600000000,9.7148102565
2003.11.21.17.46.56,0.1702213728,0.1702213728,1.5480000000,12.0483704211
2003.11.21.17.56.56,0.1696818753,0.1696818753,1.5230000000,8.9926272807
2003.11.21.18.06.56,0.1698072142,0.1698072142,1.1720000000,7.8328692209
2003.11.21.18.16.56,0.1688458690,0.1688458690,1.4970000000,8.1157184604
